,index,Cotacao,Cresc.5anos,DY,Div.Brut/Pat.,EV/EBIT,EV/EBITDA,Liq.2meses,Liq.Corr.,Mrg.Ebit,Mrg.Liq.,P/ACL,P/Ativo,P/Cap.Giro,P/EBIT,P/L,P/VP,PSR,Pat.Liq,ROE,ROIC,change,closingPrice,eps,high,lastPrice,lastYearHigh,lastYearLow,low,marketCap,name,pe,priceOpen,shares,volume,volumeAvg,sector,subSector,segment
203,FESA4,40.6,0.1151,0.0281,0.27,9.47,6.63,21566700.0,2.13,0.2254,0.0723,-24.87,1.266,7.81,8.87,27.71,1.98,2.0,1814360000.0,0.0713,0.1615,2.98,40.6,1.52,42.21,41.81,45.55,16.87,40.08,4068897489,Companhia de Ferro Ligas da Bah Frbs Preference Shares,27.55,40.75,58880000,201000,547053,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
204,FHER3,22.16,-0.2212,0.0,-0.5,4.94,4.45,90028400.0,1.54,0.096,-0.0006,-1.15,0.701,4.12,4.84,-725.07,-7.67,0.465,-155575000.0,0.0106,0.1903,-0.95,22.16,-0.03,23.0,21.95,50.5,2.2,21.71,1187552541,Fertilizantes Heringer SA,0.0,22.2,53857284,1514800,4265056,Materiais Básicos,Químicos,Fertilizantes e Defensivos
205,FLRY3,26.38,0.096,0.0276,1.58,17.31,10.69,45623700.0,1.41,0.1834,0.1005,-4.41,1.523,15.0,14.48,26.42,4.95,2.657,1692880000.0,0.1872,0.1362,-0.83,26.38,0.99,26.42,26.16,29.81,23.83,26.15,8302297127,Fleury SA,26.5,26.23,317366103,466400,1743536,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
206,FRAS3,12.59,0.2544,0.0218,0.9,13.08,9.35,2422420.0,1.83,0.1273,0.1238,-6.32,0.926,4.05,10.93,11.17,2.68,1.391,1023850000.0,0.2395,0.1103,-1.51,12.59,1.14,13.0,12.4,13.96,5.03,12.25,2697822037,Fras-le SA,10.85,12.98,217566343,141400,163976,Bens Industriais,Material de Transporte,Material Rodoviário
207,FRIO3,72.01,0.1431,0.0,-21.0,22.63,10.21,12896.5,1.21,0.0325,-0.0188,-0.56,0.144,1.13,5.95,-6.0,-4.73,0.193,-62519000.0,0.788,0.0477,0.0,72.01,-12.0,0.0,72.01,130.0,54.0,0.0,295727400,Metalfrio Solutions SA,0.0,0.0,4106754,0,226,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
208,FRTA3,9.11,-0.321,0.0,-0.98,-1251.49,124.4,497834.0,0.08,-0.0054,0.1057,-0.19,0.508,-0.23,-276.21,14.06,-0.28,1.485,-66288000.0,-0.0196,-0.0021,4.61,9.11,0.65,9.78,9.53,11.5,4.31,9.21,19070539,Pomifrutas SA,14.7,9.39,2001106,20200,44896,Consumo não Cíclico,Agropecuária,Agricultura
209,GEPA3,37.25,-0.0069,0.1296,0.83,3.77,3.44,4109.9,0.6,0.9266,0.4324,-2.01,0.807,-7.49,2.9,6.21,1.83,2.686,1917290000.0,0.2953,0.3512,-2.68,37.25,6.0,37.5,36.25,54.9,35.0,36.25,3389510212,Rio Paranapanema Energia SA,6.05,37.5,31477761,300,136,Utilidade Pública,Energia Elétrica,Energia Elétrica
210,GEPA4,36.7,-0.0069,0.1315,0.83,3.73,3.4,46639.7,0.6,0.9266,0.4324,-1.98,0.795,-7.38,2.86,6.12,1.81,2.647,1917290000.0,0.2953,0.3512,-1.31,36.7,6.0,37.0,36.22,49.0,34.58,36.22,3389510212,Rio Paranapanema Energia SA Preference Shares,6.04,37.0,62955522,900,1220,Utilidade Pública,Energia Elétrica,Energia Elétrica
211,GFSA3,4.65,0.024,0.0,0.84,30.19,26.62,21399900.0,1.42,0.0682,-0.0393,-39.45,0.322,1.75,20.86,-36.7,0.89,1.423,1575410000.0,-0.0242,0.0198,-2.37,4.65,-0.36,4.65,4.54,6.51,3.7,4.52,1365069482,Gafisa SA,0.0,4.65,300676101,1708100,4923343,Consumo Cíclico,Construção Civil,Incorporações
212,GGBR3,25.6,0.0717,0.032,0.52,7.56,5.61,4662490.0,2.3,0.1422,0.0911,-6.19,0.647,2.97,6.08,9.57,1.28,0.864,34443300000.0,0.1336,0.1334,0.16,25.6,2.7,25.87,25.64,31.05,12.62,25.39,9840263451,Gerdau SA,9.48,25.69,573627483,41600,163510,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
213,GGBR4,29.87,0.0717,0.0275,0.52,8.58,6.37,514073000.0,2.3,0.1422,0.0911,-7.23,0.755,3.46,7.09,11.17,1.49,1.009,34443300000.0,0.1336,0.1334,0.54,29.87,2.7,30.32,30.03,37.84,14.96,29.51,9840263451,Gerdau SA Preference Shares,11.13,29.73,1146031245,6096600,15446600,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
214,GMAT3,7.85,0.0,0.0,0.2,18.14,14.76,35141700.0,4.96,0.069,0.058,4.95,2.12,3.73,18.83,22.42,2.99,1.299,5799800000.0,0.1334,0.1625,-0.38,7.85,0.35,7.87,7.82,9.45,7.17,7.76,17277086099,Grupo Mateus SA,22.38,7.84,2209346079,568300,4377360,Consumo não Cíclico,Comércio e Distribuição,Alimentos
215,GNDI3,84.67,0.2923,0.0033,0.48,43.29,33.28,287544000.0,1.63,0.11,0.0497,-10.81,3.14,28.73,43.0,95.1,7.36,4.728,7082230000.0,0.0773,0.0905,0.41,84.67,0.88,85.1,85.02,103.04,60.84,83.82,52307881276,Notre Dame Intermedica Participacoes SA,96.48,84.51,615242127,932400,3345040,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
216,GOAU3,13.14,0.0717,0.0342,1.38,3.25,2.41,1422060.0,2.44,0.1419,0.091,-2.58,0.205,0.87,1.98,8.95,1.11,0.281,12859100000.0,0.1241,0.133,-0.99,13.14,1.48,13.1,13.01,15.96,6.14,12.71,14675100000,Metalurgica Gerdau S.A.,8.83,13.07,365111201,9800,98013,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
217,GOAU4,13.9,0.0717,0.0324,1.38,3.37,2.5,173262000.0,2.44,0.1419,0.091,-2.73,0.217,0.92,2.09,9.47,1.18,0.297,12859100000.0,0.1241,0.133,-1.08,13.9,1.48,13.9,13.75,16.65,6.83,13.65,14675100000,Metalurgica Gerdau S.A. Preference Shares,9.36,13.83,722132003,4749100,12185713,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
218,GOLL4,25.45,-0.1126,0.0,-0.62,-11.68,3113.65,181703000.0,0.24,-0.349,-1.2813,-0.39,0.847,-1.2,-6.02,-1.62,-0.6,2.102,-16833700000.0,0.37,-0.1777,-2.67,25.45,-31.69,25.46,24.77,29.03,15.35,24.65,1570155323,Gol Linhas Aereas Inteligentes SA,0.0,25.46,313929020,3062300,6899623,Bens Industriais,Transporte,Transporte Aéreo
219,GPAR3,46.65,-0.0039,0.0304,0.0,0.0,0.0,4108.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,1498550000.0,0.0,0.0,-3.54,46.65,2.21,45.0,45.0,139.99,7.0,45.0,3506778900,Companhia Celg de Participacoes Celgpar,20.38,45.0,77928432,100,63,Utilidade Pública,Energia Elétrica,Energia Elétrica
220,GPIV33,6.25,-0.1257,0.0,0.12,0.89,0.89,1055660.0,3.91,0.6673,0.4968,29.26,0.206,1.08,3.8,8.65,0.46,2.539,1493730000.0,0.0531,0.0693,-3.84,6.25,0.72,6.3,6.01,6.83,3.36,6.01,558924251,GP Investments Limited,8.29,6.28,74574918,32526,155375,Financeiro e Outros,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
221,GRND3,9.78,-0.0154,0.0637,0.03,16.59,13.54,19141100.0,4.48,0.2129,0.2464,3.56,1.842,3.43,20.23,17.48,2.23,4.308,3957840000.0,0.1275,0.1458,-0.82,9.78,0.56,9.8,9.7,10.29,6.79,9.62,8750951827,Grendene SA,17.34,9.75,902160000,264500,1619350,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados
222,GSHP3,40.1,-0.2451,0.0,-3.04,169.2,137.5,89334.2,0.8,0.1188,-3.5392,-0.04,0.045,-1.31,7.17,-0.24,-0.12,0.852,-627773000.0,0.512,0.0069,0.0,40.1,-171.47,0.0,40.1,87.0,39.4,0.0,77343593,General Shopping e Outlets do Brasil SA,0.0,0.0,1928769,0,2273,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
223,GUAR3,21.72,0.012,0.0187,0.78,-44.65,45.97,16808600.0,1.73,-0.0457,-0.0144,-42.63,0.812,3.14,-40.5,-128.23,2.2,1.849,4927370000.0,-0.0172,-0.0279,-1.75,21.72,-0.17,21.91,21.34,23.19,11.31,21.14,10652923808,Guararapes Confeccoes SA,0.0,21.91,499200000,180400,912056,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
224,HAGA3,4.35,0.0722,0.0,-0.48,14.48,9.86,202327.0,1.8,0.0937,0.225,-0.65,0.838,2.28,14.64,6.1,-0.76,1.372,-68474400.0,-0.1239,0.1376,0.46,4.35,0.71,4.45,4.37,5.29,2.76,4.26,46413575,Haga S/A Industria E Comercio,6.13,4.38,3966667,19300,65163,Bens Industriais,Construção e Engenharia,Produtos para Construção
225,HAGA4,3.53,0.0722,0.0,-0.48,11.72,7.98,1111970.0,1.8,0.0937,0.225,-0.53,0.68,1.85,11.88,4.95,-0.61,1.114,-68474400.0,-0.1239,0.1376,2.55,3.53,0.71,3.67,3.62,4.3,1.72,3.48,46413575,Haga S/A Industria E Comercio Preference Shares,5.08,3.55,7933333,358100,407110,Bens Industriais,Construção e Engenharia,Produtos para Construção
226,HAPV3,15.42,0.3621,0.0036,0.26,49.15,29.28,165333000.0,1.6,0.1361,0.0878,-27.97,4.304,42.83,49.57,77.18,7.44,6.747,7979400000.0,0.0964,0.1082,0.26,15.42,0.21,15.47,15.46,18.48,11.63,15.18,59519902486,Hapvida Participacoes e Investimentos SA,74.95,15.41,3849929530,3008400,10867046,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
227,HBOR3,9.14,0.1644,0.0052,1.07,110.72,63.53,16867800.0,3.41,0.0204,0.0934,2.06,0.281,0.54,62.67,25.27,0.95,1.281,1290370000.0,0.0375,0.0051,-2.41,9.14,1.41,9.16,8.92,17.6,7.5,8.88,1193950930,Helbor Empreendimentos SA,6.34,9.14,133851072,865600,1683890,Consumo Cíclico,Construção Civil,Incorporações
228,HBRE3,16.8,0.0,0.0,0.51,27.93,27.72,2509780.0,2.25,0.9238,-0.7198,-2.8,0.517,4.51,24.39,-36.1,0.98,22.528,1775530000.0,-0.0271,0.0267,0.0,16.8,-0.47,16.82,16.8,19.99,15.3,16.63,3467148562,HBR Realty Empreendimentos Imobiliars SA,0.0,16.82,103188981,9300,127676,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
229,HBSA3,6.26,0.5234,0.0,3.46,42.99,18.75,40956300.0,3.33,0.1333,-0.1118,-1.43,0.756,4.23,24.66,-29.41,3.51,3.287,1355570000.0,-0.1194,0.0384,-1.12,6.26,-0.14,6.31,6.19,7.73,5.1,6.15,4706767718,Hidrovias do Brasil SA,0.0,6.3,760382643,1026200,7405390,Bens Industriais,Transporte,Transporte Hidroviário
230,HBTS5,59.5,0.0537,0.0027,0.44,8.38,8.31,142286.0,0.84,0.7041,0.1256,-0.64,0.394,-13.15,6.83,38.16,1.74,4.806,312343000.0,0.0456,0.0588,7.16,59.5,1.56,63.76,63.76,81.99,9.5,60.0,582363867,Companhia Habitasul de Participacoes Preference Shares,40.9,60.0,5950327,200,2816,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
231,HETA4,10.0,-0.1593,0.0,-0.58,-14985.5,-14985.5,48932.2,0.0,-0.0136,-107.147,-0.01,0.468,-0.08,-231.82,-0.03,-0.01,3.16,-555806000.0,0.3111,-0.002,-1.5,10.0,-339.09,9.85,9.85,18.42,6.95,9.75,3337189,Hercules SA - Fabrica de Talheres Preference Shares,0.0,9.81,338801,1100,5640,Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos
232,HGTX3,35.6,-0.0692,0.0154,0.1,201.7,48.54,105153000.0,2.6,0.0255,0.3292,8.04,2.598,7.21,208.89,16.18,3.52,5.326,1643810000.0,0.2176,0.0175,-1.6,35.6,2.19,35.42,35.03,36.0,13.63,34.61,5678934242,Cia Hering,15.94,35.41,162533937,555300,2225453,Consumo Cíclico,Tecidos. Vestuário e Calçados,Vestuário
233,HOOT4,2.78,-0.3351,0.0,-0.0,-0.92,-1.17,21712.4,0.04,-2.5946,-3.6256,-0.06,0.11,-0.08,-0.94,-0.67,-0.11,2.433,-459831000.0,0.1655,-0.1202,0.0,2.78,-4.14,2.78,2.78,3.69,2.55,2.78,51075299,Hoteis Othon SA Preference Shares,0.0,2.78,7894494,400,8996,Consumo Cíclico,Hoteis e Restaurantes,Hotelaria
234,HYPE3,36.52,0.0582,0.0325,0.71,23.15,21.03,96681800.0,2.26,0.2729,0.3064,-6.7,1.288,8.05,19.07,16.98,2.47,5.205,9349280000.0,0.1457,0.0761,-0.14,36.52,2.12,36.6,36.47,37.53,27.03,36.14,23107190494,Hypera SA,17.26,36.3,633420823,680200,2716436,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
235,IGBR3,8.71,-0.2389,0.0,-0.98,0.0,0.0,1001890.0,0.15,0.0,0.0,-0.1,0.57,-1.45,0.0,0.0,-0.12,0.0,-923772000.0,0.0,0.0,-3.33,8.71,-7.29,8.9,8.42,18.8,2.52,8.35,105291848,Igb Eletronica SA,0.0,8.68,12504966,25200,108633,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
236,IGTA3,43.18,0.0097,0.0113,1.06,30.06,20.41,95407400.0,2.39,0.4591,0.3342,-4.07,1.117,7.44,24.17,33.05,2.4,11.095,3181060000.0,0.0725,0.0595,-3.22,43.18,1.31,42.99,41.79,47.25,28.73,41.65,7378828254,Iguatemi Empresa de Shopping Centers SA,31.89,42.99,176611578,874100,2082743,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
237,INEP3,54.9,-0.5155,0.0,-0.34,-4.06,-4.22,2965840.0,0.1,-40.1928,-56.74,-0.14,0.327,-0.22,-1.55,-1.06,-0.21,62.235,-2170940000.0,0.1963,-0.2314,-1.0,54.9,-53.24,56.25,54.35,73.0,4.85,53.01,440657015,Inepar SA Industria e Construcoes,0.0,55.0,5108246,14000,55036,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
238,INEP4,53.0,-0.5155,0.0,-0.34,-4.01,-4.16,3879130.0,0.1,-40.1928,-56.74,-0.13,0.316,-0.21,-1.49,-1.03,-0.2,60.081,-2170940000.0,0.1963,-0.2314,-1.58,53.0,-53.24,53.26,52.16,73.81,4.8,51.7,440657015,Inepar SA Industria e Construcoes Preference Shares,0.0,53.01,3156808,21800,71283,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
239,INTB3,28.39,0.0,0.0,0.27,28.18,26.07,48524800.0,2.72,0.1286,0.1853,7.18,3.043,5.61,30.32,21.04,5.38,3.9,1730360000.0,0.2554,0.2402,2.4,28.39,1.35,29.3,29.07,30.42,16.26,28.28,9523654577,Intelbras SA IndustrdTlcmnccEltrncBrslr,21.71,28.5,327611110,976900,2118910,Tecnologia da Informação,Computadores e Equipamentos,Computadores e Equipamentos
240,IRBR3,6.1,-0.293,0.0314,0.0,0.0,0.0,146224000.0,0.0,-0.2322,-0.1739,0.0,0.33,0.0,-3.9,-5.21,1.76,0.906,4395840000.0,-0.3377,0.0,-1.48,6.1,-1.53,6.05,6.01,12.1,5.33,5.98,7632697775,IRB Brasil Resseguros SA,0.0,6.05,1267890331,23819100,23738860,Financeiro e Outros,Previdência e Seguros,Seguradoras
241,ITSA3,11.96,0.065,0.0248,0.1,121.15,67.85,2355500.0,2.28,0.1301,1.3283,-24.41,1.372,24.5,119.19,12.19,1.71,15.509,58696000000.0,0.1406,0.0124,-0.33,11.96,0.98,11.96,11.92,12.77,10.02,11.8,99886624014,Itausa SA,12.15,11.96,2889837770,128800,192313,Financeiro e Outros,Intermediários Financeiros,Bancos
242,ITSA4,11.74,0.065,0.0253,0.1,118.95,66.62,347832000.0,2.28,0.1301,1.3283,-23.96,1.347,24.05,116.99,11.97,1.68,15.224,58696000000.0,0.1406,0.0124,0.43,11.74,0.98,11.83,11.79,12.35,8.76,11.56,99886624014,Itausa SA Preference Shares,12.01,11.67,5520977160,26593800,31137080,Financeiro e Outros,Intermediários Financeiros,Bancos
243,ITUB3,28.63,-0.1422,0.0227,0.0,0.0,0.0,17706400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,2.0,0.0,140507000000.0,0.16,0.0,-0.63,28.63,2.15,28.61,28.45,30.15,21.1,28.23,59313642483,Itau Unibanco Holding SA,13.18,28.56,4958290359,161100,655643,Financeiro e Outros,Intermediários Financeiros,Bancos
244,ITUB4,32.45,-0.1422,0.02,0.0,0.0,0.0,1129770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,2.26,0.0,140507000000.0,0.16,0.0,-0.86,32.45,2.15,32.46,32.17,34.34,22.18,31.95,59313642483,Itau Unibanco Holding SA Preference Shares,14.91,32.23,4845844989,14195100,38355070,Financeiro e Outros,Intermediários Financeiros,Bancos
245,JALL3,9.29,0.0,0.0,3.48,0.0,0.0,6966360.0,1.88,0.0,0.0,-2.91,0.974,4.44,0.0,0.0,4.93,0.0,555769000.0,0.0,0.0,-0.75,9.29,0.44,9.4,9.22,9.99,7.35,9.18,2717106418,Jalles Machado SA,20.97,9.34,294697091,237800,767493,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
246,JBDU3,12.49,0.0,0.0,0.1,-216.33,-216.33,2919240.0,0.0,0.0,0.0,-0.48,0.329,-1.87,-197.75,-9.67,1.02,0.0,61173000.0,-0.1059,-0.0017,-4.72,12.49,-1.29,12.5,11.9,22.99,1.98,11.7,43723248,Industrias JB Duarte SA,0.0,12.25,1673066,41500,401016,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
247,JBDU4,7.25,0.0,0.0,0.1,-133.37,-133.37,6320140.0,0.0,0.0,0.0,-0.28,0.191,-1.08,-114.79,-5.62,0.59,0.0,61173000.0,-0.1059,-0.0017,-3.17,7.25,-1.29,7.3,7.02,16.7,1.14,6.84,43723248,Industrias JB Duarte SA Preference Shares,0.0,7.03,3346095,141200,1099510,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
248,JBSS3,28.17,0.1505,0.0361,1.68,5.75,4.19,405495000.0,1.35,0.077,0.0439,-1.09,0.424,4.74,3.18,5.62,1.76,0.245,40209300000.0,0.3128,0.1688,-0.57,28.17,4.78,28.22,28.01,36.12,19.03,27.85,70336891924,JBS SA,5.87,28.02,2511135770,3454600,12484596,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
249,JFEN3,5.74,-0.3872,0.0,-1.61,-12.49,-12.69,1975680.0,0.91,-5.1008,-7.1845,-0.9,0.474,-5.78,-6.44,-4.62,-1.67,32.839,-361555000.0,0.3619,-0.0785,-1.92,5.74,-1.24,6.05,5.63,7.73,2.1,5.52,590193332,Joao Fortes Engenharia S.A.,0.0,5.52,105203815,130200,495286,Consumo Cíclico,Construção Civil,Incorporações
250,JHSF3,7.55,0.4008,0.0464,0.42,6.86,6.58,35929400.0,2.35,0.5954,0.5842,-3.29,0.683,4.46,6.29,6.36,1.32,3.745,3933220000.0,0.2079,0.1301,-2.38,7.55,1.21,7.52,7.37,10.62,6.14,7.36,5078109012,JHSF Participacoes SA,6.1,7.48,689024353,1319800,4611496,Consumo Cíclico,Construção Civil,Incorporações
251,JOPA3,33.46,0.0916,0.0342,1.91,6.74,5.9,9791.5,1.83,0.071,0.0236,15.7,0.178,0.59,3.02,10.82,0.67,0.214,527204000.0,0.0621,0.0868,1.61,33.46,3.09,41.95,34.0,43.45,15.0,33.71,357455173,Josapar Joaquim Oliveira SA Prtcpcs,10.83,34.0,10450993,4600,316,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
252,JOPA4,55.05,0.0916,0.0229,1.91,8.69,7.6,1457.36,1.83,0.071,0.0236,25.84,0.292,0.98,4.97,17.8,1.1,0.353,527204000.0,0.0621,0.0868,-5.54,55.05,3.09,52.0,52.0,74.9,17.0,45.0,357455173,Josapar Joaquim Oliveira SA Prtcpcs Preference Shares,16.81,45.0,131368,200,36,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
253,JPSA3,35.28,0.0098,0.0065,2.13,17.17,11.39,12879800.0,2.36,0.4273,0.3079,-1.57,0.444,2.99,10.54,31.16,1.89,4.504,1637240000.0,0.0608,0.0542,-1.76,35.28,1.13,35.29,34.66,37.2,19.73,34.47,3046238618,Jereissati Participacoes SA,30.93,35.28,87889174,246600,478000,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
254,JSLG3,11.69,-0.2604,0.0115,2.11,27.7,26.78,6367460.0,2.12,0.1386,0.1941,-1.89,0.682,3.27,17.65,12.79,2.79,2.446,1173460000.0,0.218,0.046,-0.68,11.69,1.21,11.73,11.61,34.37,8.11,11.55,3214992518,JSL SA,9.6,11.59,279991078,199900,607450,Bens Industriais,Transporte,Transporte Rodoviário
255,KEPL3,50.8,0.1042,0.025,0.03,13.07,9.86,10119100.0,1.45,0.1098,0.0976,9.73,1.405,7.8,15.61,17.56,2.5,1.714,535000000.0,0.1423,0.1365,0.67,50.8,2.89,51.35,51.14,55.71,35.08,50.37,1342962462,Kepler Weber SA,17.61,50.8,26311971,44000,183666,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
256,KLBN11,26.15,0.1332,0.0,9.87,17.54,9.67,209042000.0,2.92,0.2273,0.0915,-1.37,0.762,3.35,10.08,27.88,9.58,2.291,3066890000.0,0.3436,0.1041,0.92,26.15,0.92,26.45,26.39,31.54,19.8,25.92,30196005058,Klabin SA Brazilian Units,28.6,26.06,0,3129100,8447956,Materiais Básicos,Madeira e Papel,Papel e Celulose
257,KLBN3,5.91,0.1332,0.0,9.87,18.85,10.39,1828100.0,2.92,0.2273,0.0915,-1.55,0.861,3.78,11.39,31.51,10.83,2.589,3066890000.0,0.3436,0.1041,2.71,5.91,0.92,6.11,6.07,6.89,3.89,5.91,30196005058,Klabin SA,6.57,5.98,2081728595,279400,340850,Materiais Básicos,Madeira e Papel,Papel e Celulose
258,KLBN4,5.06,0.1332,0.0,9.87,17.21,9.49,10107400.0,2.92,0.2273,0.0915,-1.33,0.737,3.24,9.75,26.97,9.27,2.217,3066890000.0,0.3436,0.1041,0.0,5.06,0.92,5.08,5.06,6.25,3.93,5.01,30196005058,Klabin SA Preference Shares,5.51,5.05,3536164161,798700,2108126,Materiais Básicos,Madeira e Papel,Papel e Celulose
259,LAME3,21.71,0.0596,0.0098,1.54,27.86,13.4,80620200.0,2.45,0.0684,0.0081,-93.98,0.929,2.49,26.62,146.06,3.3,1.822,12394200000.0,0.0226,0.0781,-3.73,21.71,0.14,21.76,20.9,32.72,17.25,20.84,40283948000,Lojas Americanas SA,150.23,21.76,659310925,1171200,3374143,Consumo Cíclico,Comércio,Produtos Diversos
260,LAME4,22.1,0.0596,0.0096,1.54,28.34,13.63,278295000.0,2.45,0.0684,0.0081,-95.67,0.946,2.54,27.1,148.69,3.36,1.855,12394200000.0,0.0226,0.0781,-2.9,22.1,0.14,22.02,21.46,36.8,18.28,21.32,40283948000,Lojas Americanas SA Preference Shares,154.24,22.01,1225996806,4993700,11719176,Consumo Cíclico,Comércio,Produtos Diversos
261,LAVV3,8.78,0.0,0.0118,0.04,8.89,8.85,13082800.0,5.04,0.3042,0.3238,1.91,1.118,1.74,15.2,18.55,1.53,4.625,1234090000.0,0.0823,0.148,-0.8,8.78,0.73,8.83,8.71,9.46,6.17,8.68,1869415985,Lavvi Empreendimentos Imobiliarios Ltda,11.94,8.75,214628652,187000,1538476,Consumo Cíclico,Construção Civil,Incorporações
262,LCAM3,27.45,0.7159,0.0132,1.44,17.95,11.86,68620000.0,1.28,0.1704,0.0877,-2.47,1.055,20.11,13.67,26.57,3.17,2.33,4402100000.0,0.1194,0.1071,-1.53,27.45,1.03,27.28,27.03,30.7,16.26,26.87,13837437348,Companhia de Locacao das Americas,26.53,27.26,508729411,1063200,2474500,Consumo Cíclico,Diversos,Aluguel de carros
263,LEVE3,31.67,0.0446,0.0293,0.17,8.91,7.24,26080000.0,1.75,0.1678,0.0857,18.21,1.482,6.31,9.09,17.72,2.75,1.525,1475200000.0,0.1555,0.2189,5.02,31.67,1.79,33.6,33.26,36.71,16.54,31.6,4262405204,Mahle Metal Leve SA,18.55,31.79,128308500,732200,983456,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
264,LIGT3,15.76,0.084,0.028,1.16,6.22,4.72,38682000.0,1.23,0.1355,0.0352,-0.56,0.209,3.38,3.16,12.14,0.7,0.428,8383740000.0,0.0577,0.0903,-1.14,15.76,1.61,15.75,15.58,25.15,13.87,15.39,5804411545,Light SA,9.69,15.73,372555324,942200,2396066,Utilidade Pública,Energia Elétrica,Energia Elétrica
265,LINX3,38.13,0.1554,0.0,0.22,52.53,23.43,27901600.0,2.14,0.1483,-0.0867,47.98,2.798,12.2,54.2,-92.72,4.46,8.039,1619010000.0,-0.0481,0.0682,-0.48,37.56,-0.44,37.66,37.38,39.11,21.72,37.33,7080104884,Linx SA,0.0,37.6,189408960,200400,877770,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
266,LIPR3,67.0,0.0,0.0255,0.0,-122.17,-122.26,44597.6,3.21,0.0,0.0,12.0,3.115,10.5,-139.24,33.56,3.76,0.0,209730000.0,0.112,-0.0423,0.0,67.0,2.0,0.0,67.0,99.0,49.0,0.0,788247600,Eletrobras Participacoes SA ELETROPAR,33.55,0.0,11764889,0,680,Utilidade Pública,Energia Elétrica,Energia Elétrica
267,LJQQ3,24.85,0.0,0.0035,0.65,24.1,18.06,38201300.0,1.69,0.1117,0.0465,-31.08,2.251,8.0,23.93,57.45,9.43,2.672,493376000.0,0.1642,0.1276,1.73,24.85,0.47,25.34,25.28,25.34,12.41,24.68,4736569329,Lojas Quero-Quero SA,53.76,24.82,187290269,523700,1927993,Consumo Cíclico,Comércio,Produtos Diversos
268,LLIS3,4.1,-0.1651,0.0,6.86,-5.71,-2.31,8307170.0,1.68,-0.5844,-1.1538,-0.2,0.133,1.42,-0.87,-0.14,1.18,0.506,238492000.0,-8.4073,-0.1683,-0.98,4.1,-9.35,4.13,4.06,8.14,3.84,4.05,279534325,Restoque Comercio e Confecos de Roups SA,0.0,4.12,68850829,383900,2469783,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
269,LOGG3,32.34,0.1132,0.0101,0.32,35.07,34.83,11374700.0,2.5,0.756,1.7131,-6.41,0.718,6.25,30.29,14.22,1.04,22.898,3170210000.0,0.0733,0.0268,-2.2,32.34,2.27,32.44,31.63,40.23,27.52,31.54,3736190841,Log Commercial Properties E Participacoe,13.94,32.44,102159154,139700,366253,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
270,LOGN3,18.54,0.117,0.0,4.32,19.86,11.02,14588900.0,2.26,0.1226,0.0924,-2.09,0.9,3.87,13.9,18.46,5.97,1.704,328934000.0,0.3232,0.0934,-1.4,18.54,1.02,18.54,18.28,21.18,12.78,18.22,1934775380,Log-in Logistica Intermodal SA,17.99,18.54,105841152,157700,671720,Bens Industriais,Transporte,Transporte Hidroviário
